,word,category,institution,n,date,tf,idf,tf_idf
1,profilesocial,Board Members,Bloomberg Philantrhopies,24,1/18/2024,0.018662519,0.980829253,0.018304745
2,profilesocial,People,Bloomberg Philantrhopies,24,1/18/2024,0.018662519,0.980829253,0.018304745
3,gtmevent,Grants,Bloomberg Philantrhopies,168,1/18/2024,0.011795268,0.980829253,0.011569144
4,chairman,Board Members,Bloomberg Philantrhopies,14,1/18/2024,0.01088647,0.980829253,0.010677768
5,chairman,People,Bloomberg Philantrhopies,14,1/18/2024,0.01088647,0.980829253,0.010677768
6,datalayer,Grants,Bloomberg Philantrhopies,126,1/18/2024,0.008846451,0.980829253,0.008676858
7,charter,Regions,Bloomberg Philantrhopies,28,1/18/2024,0.004827586,1.386294361,0.006692456
8,carouselvar,Grants,Bloomberg Philantrhopies,84,1/18/2024,0.005897634,0.980829253,0.005784572
9,eventbutton,Grants,Bloomberg Philantrhopies,84,1/18/2024,0.005897634,0.980829253,0.005784572
10,linkurl,Grants,Bloomberg Philantrhopies,84,1/18/2024,0.005897634,0.980829253,0.005784572
11,sectionname,Grants,Bloomberg Philantrhopies,84,1/18/2024,0.005897634,0.980829253,0.005784572
12,slidewrapper,Grants,Bloomberg Philantrhopies,84,1/18/2024,0.005897634,0.980829253,0.005784572
13,targetrect,Grants,Bloomberg Philantrhopies,84,1/18/2024,0.005897634,0.980829253,0.005784572
14,tiletext,Grants,Bloomberg Philantrhopies,84,1/18/2024,0.005897634,0.980829253,0.005784572
15,chile,Regions,Bloomberg Philantrhopies,24,1/18/2024,0.004137931,1.386294361,0.00573639
16,gtmevent,About,Bloomberg Philantrhopies,28,1/18/2024,0.005742412,0.980829253,0.005632325
17,mediamaxwidth,Grants,Bloomberg Philantrhopies,56,1/18/2024,0.003931756,1.386294361,0.005450571
18,profilesocial,About,Bloomberg Philantrhopies,24,1/18/2024,0.004922067,0.980829253,0.004827708
19,explore,Grants,Bloomberg Philantrhopies,63,1/18/2024,0.004423225,0.980829253,0.004338429
20,datalayer,About,Bloomberg Philantrhopies,21,1/18/2024,0.004306809,0.980829253,0.004224244
21,denver,Regions,Bloomberg Philantrhopies,24,1/18/2024,0.004137931,0.980829253,0.004058604
22,amsterdam,Regions,Bloomberg Philantrhopies,16,1/18/2024,0.002758621,1.386294361,0.00382426
23,minnesota,Regions,Bloomberg Philantrhopies,16,1/18/2024,0.002758621,1.386294361,0.00382426
24,philadelphia,Regions,Bloomberg Philantrhopies,16,1/18/2024,0.002758621,1.386294361,0.00382426
25,seats,Regions,Bloomberg Philantrhopies,16,1/18/2024,0.002758621,1.386294361,0.00382426
26,singapore,Regions,Bloomberg Philantrhopies,16,1/18/2024,0.002758621,1.386294361,0.00382426
27,vietnam,Regions,Bloomberg Philantrhopies,16,1/18/2024,0.002758621,1.386294361,0.00382426
28,defaultvideo,Board Members,Bloomberg Philantrhopies,7,1/18/2024,0.005443235,0.693147181,0.003772963
29,defaultvideo,People,Bloomberg Philantrhopies,7,1/18/2024,0.005443235,0.693147181,0.003772963
30,chief,Board Members,Bloomberg Philantrhopies,4,1/18/2024,0.00311042,0.980829253,0.003050791
31,chief,People,Bloomberg Philantrhopies,4,1/18/2024,0.00311042,0.980829253,0.003050791
32,bubbles,Grants,Bloomberg Philantrhopies,42,1/18/2024,0.002948817,0.980829253,0.002892286
33,cancelable,Grants,Bloomberg Philantrhopies,42,1/18/2024,0.002948817,0.980829253,0.002892286
34,detail,Grants,Bloomberg Philantrhopies,42,1/18/2024,0.002948817,0.980829253,0.002892286
35,dragoffset,Grants,Bloomberg Philantrhopies,42,1/18/2024,0.002948817,0.980829253,0.002892286
36,kuala,Regions,Bloomberg Philantrhopies,12,1/18/2024,0.002068966,1.386294361,0.002868195
37,lumpur,Regions,Bloomberg Philantrhopies,12,1/18/2024,0.002068966,1.386294361,0.002868195
38,nationwide,Regions,Bloomberg Philantrhopies,12,1/18/2024,0.002068966,1.386294361,0.002868195
39,tokyo,Regions,Bloomberg Philantrhopies,12,1/18/2024,0.002068966,1.386294361,0.002868195
40,carouselvar,About,Bloomberg Philantrhopies,14,1/18/2024,0.002871206,0.980829253,0.002816163
41,chairman,About,Bloomberg Philantrhopies,14,1/18/2024,0.002871206,0.980829253,0.002816163
42,eventbutton,About,Bloomberg Philantrhopies,14,1/18/2024,0.002871206,0.980829253,0.002816163
43,linkurl,About,Bloomberg Philantrhopies,14,1/18/2024,0.002871206,0.980829253,0.002816163
44,sectionname,About,Bloomberg Philantrhopies,14,1/18/2024,0.002871206,0.980829253,0.002816163
45,slidewrapper,About,Bloomberg Philantrhopies,14,1/18/2024,0.002871206,0.980829253,0.002816163
46,targetrect,About,Bloomberg Philantrhopies,14,1/18/2024,0.002871206,0.980829253,0.002816163
47,tiletext,About,Bloomberg Philantrhopies,14,1/18/2024,0.002871206,0.980829253,0.002816163
48,asphalt,Regions,Bloomberg Philantrhopies,16,1/18/2024,0.002758621,0.980829253,0.002705736
49,helped,Regions,Bloomberg Philantrhopies,16,1/18/2024,0.002758621,0.980829253,0.002705736
50,partnered,Regions,Bloomberg Philantrhopies,16,1/18/2024,0.002758621,0.980829253,0.002705736
51,serpentine,Regions,Bloomberg Philantrhopies,16,1/18/2024,0.002758621,0.980829253,0.002705736
52,bubbles,Programs,Bloomberg Philantrhopies,36,1/18/2024,0.002713909,0.980829253,0.002661881
53,cancelable,Programs,Bloomberg Philantrhopies,36,1/18/2024,0.002713909,0.980829253,0.002661881
54,detail,Programs,Bloomberg Philantrhopies,36,1/18/2024,0.002713909,0.980829253,0.002661881
55,basket,Press,Bloomberg Philantrhopies,3,1/18/2024,0.001237113,2.079441542,0.002572505
56,highlights,Press,Bloomberg Philantrhopies,3,1/18/2024,0.001237113,2.079441542,0.002572505
57,charter,Grants,Bloomberg Philantrhopies,26,1/18/2024,0.001825458,1.386294361,0.002530622
58,methane,Press,Bloomberg Philantrhopies,6,1/18/2024,0.002474227,0.980829253,0.002426794
59,emeritus,Board Members,Bloomberg Philantrhopies,3,1/18/2024,0.002332815,0.980829253,0.002288093
60,emeritus,People,Bloomberg Philantrhopies,3,1/18/2024,0.002332815,0.980829253,0.002288093
61,officer,Board Members,Bloomberg Philantrhopies,3,1/18/2024,0.002332815,0.980829253,0.002288093
62,officer,People,Bloomberg Philantrhopies,3,1/18/2024,0.002332815,0.980829253,0.002288093
63,inlineblock,Board Members,Bloomberg Philantrhopies,4,1/18/2024,0.00311042,0.693147181,0.002155979
64,inlineblock,People,Bloomberg Philantrhopies,4,1/18/2024,0.00311042,0.693147181,0.002155979
65,hospital,Approach,Bloomberg Philantrhopies,18,1/18/2024,0.003083248,0.693147181,0.002137144
66,annualreport,Regions,Bloomberg Philantrhopies,12,1/18/2024,0.002068966,0.980829253,0.002029302
67,milan,Regions,Bloomberg Philantrhopies,12,1/18/2024,0.002068966,0.980829253,0.002029302
68,mumbai,Regions,Bloomberg Philantrhopies,12,1/18/2024,0.002068966,0.980829253,0.002029302
69,tanzania,Regions,Bloomberg Philantrhopies,12,1/18/2024,0.002068966,0.980829253,0.002029302
70,lobbying,Approach,Bloomberg Philantrhopies,12,1/18/2024,0.002055498,0.980829253,0.002016093
71,defaultvideo,About,Bloomberg Philantrhopies,14,1/18/2024,0.002871206,0.693147181,0.001990168
72,areyebrow,Grants,Bloomberg Philantrhopies,20,1/18/2024,0.001404199,1.386294361,0.001946633
73,citylab,Regions,Bloomberg Philantrhopies,16,1/18/2024,0.002758621,0.693147181,0.00191213
74,launched,Regions,Bloomberg Philantrhopies,16,1/18/2024,0.002758621,0.693147181,0.00191213
75,london,Regions,Bloomberg Philantrhopies,16,1/18/2024,0.002758621,0.693147181,0.00191213
76,plants,Regions,Bloomberg Philantrhopies,16,1/18/2024,0.002758621,0.693147181,0.00191213
77,washington,Regions,Bloomberg Philantrhopies,16,1/18/2024,0.002758621,0.693147181,0.00191213
78,acres,Regions,Bloomberg Philantrhopies,8,1/18/2024,0.00137931,1.386294361,0.00191213
79,authorities,Regions,Bloomberg Philantrhopies,8,1/18/2024,0.00137931,1.386294361,0.00191213
80,battery,Regions,Bloomberg Philantrhopies,8,1/18/2024,0.00137931,1.386294361,0.00191213
81,brought,Regions,Bloomberg Philantrhopies,8,1/18/2024,0.00137931,1.386294361,0.00191213
82,chapel,Regions,Bloomberg Philantrhopies,8,1/18/2024,0.00137931,1.386294361,0.00191213
83,conservation,Regions,Bloomberg Philantrhopies,8,1/18/2024,0.00137931,1.386294361,0.00191213
84,covers,Regions,Bloomberg Philantrhopies,8,1/18/2024,0.00137931,1.386294361,0.00191213
85,elderly,Regions,Bloomberg Philantrhopies,8,1/18/2024,0.00137931,1.386294361,0.00191213
86,enliven,Regions,Bloomberg Philantrhopies,8,1/18/2024,0.00137931,1.386294361,0.00191213
87,established,Regions,Bloomberg Philantrhopies,8,1/18/2024,0.00137931,1.386294361,0.00191213
88,examples,Regions,Bloomberg Philantrhopies,8,1/18/2024,0.00137931,1.386294361,0.00191213
89,expectancy,Regions,Bloomberg Philantrhopies,8,1/18/2024,0.00137931,1.386294361,0.00191213
90,heart,Regions,Bloomberg Philantrhopies,8,1/18/2024,0.00137931,1.386294361,0.00191213
91,hours,Regions,Bloomberg Philantrhopies,8,1/18/2024,0.00137931,1.386294361,0.00191213
92,illiteracy,Regions,Bloomberg Philantrhopies,8,1/18/2024,0.00137931,1.386294361,0.00191213
93,increases,Regions,Bloomberg Philantrhopies,8,1/18/2024,0.00137931,1.386294361,0.00191213
94,insecurity,Regions,Bloomberg Philantrhopies,8,1/18/2024,0.00137931,1.386294361,0.00191213
95,israel,Regions,Bloomberg Philantrhopies,8,1/18/2024,0.00137931,1.386294361,0.00191213
96,lanes,Regions,Bloomberg Philantrhopies,8,1/18/2024,0.00137931,1.386294361,0.00191213
97,lessons,Regions,Bloomberg Philantrhopies,8,1/18/2024,0.00137931,1.386294361,0.00191213
98,lowincome,Regions,Bloomberg Philantrhopies,8,1/18/2024,0.00137931,1.386294361,0.00191213
99,marine,Regions,Bloomberg Philantrhopies,8,1/18/2024,0.00137931,1.386294361,0.00191213
100,mentoring,Regions,Bloomberg Philantrhopies,8,1/18/2024,0.00137931,1.386294361,0.00191213
101,middle,Regions,Bloomberg Philantrhopies,8,1/18/2024,0.00137931,1.386294361,0.00191213
102,miles,Regions,Bloomberg Philantrhopies,8,1/18/2024,0.00137931,1.386294361,0.00191213
103,neighborhoods,Regions,Bloomberg Philantrhopies,8,1/18/2024,0.00137931,1.386294361,0.00191213
104,oldest,Regions,Bloomberg Philantrhopies,8,1/18/2024,0.00137931,1.386294361,0.00191213
105,partnering,Regions,Bloomberg Philantrhopies,8,1/18/2024,0.00137931,1.386294361,0.00191213
106,pisagua,Regions,Bloomberg Philantrhopies,8,1/18/2024,0.00137931,1.386294361,0.00191213
107,provinces,Regions,Bloomberg Philantrhopies,8,1/18/2024,0.00137931,1.386294361,0.00191213
108,storage,Regions,Bloomberg Philantrhopies,8,1/18/2024,0.00137931,1.386294361,0.00191213
109,survival,Regions,Bloomberg Philantrhopies,8,1/18/2024,0.00137931,1.386294361,0.00191213
110,swimming,Regions,Bloomberg Philantrhopies,8,1/18/2024,0.00137931,1.386294361,0.00191213
