"","word","category","institution","n","date"
"1","google","Learnings","IKEA Foundation",132,2024-01-18
"2","google","Programs","IKEA Foundation",96,2024-01-18
"3","settings","Learnings","IKEA Foundation",77,2024-01-18
"4","analytics","Learnings","IKEA Foundation",66,2024-01-18
"5","formid","Learnings","IKEA Foundation",66,2024-01-18
"6","settings","Programs","IKEA Foundation",57,2024-01-18
"7","manager","Learnings","IKEA Foundation",55,2024-01-18
"8","evaluation","Learnings","IKEA Foundation",52,2024-01-18
"9","analytics","Programs","IKEA Foundation",48,2024-01-18
"10","formid","Programs","IKEA Foundation",48,2024-01-18
"11","google","About","IKEA Foundation",48,2024-01-18
"12","foundation","About","IKEA Foundation",46,2024-01-18
"13","currentpage","Learnings","IKEA Foundation",44,2024-01-18
"14","domain","Learnings","IKEA Foundation",44,2024-01-18
"15","fields","Learnings","IKEA Foundation",44,2024-01-18
"16","native","Learnings","IKEA Foundation",44,2024-01-18
"17","privacy","Learnings","IKEA Foundation",44,2024-01-18
"18","manager","Programs","IKEA Foundation",40,2024-01-18
"19","foundation","Learnings","IKEA Foundation",38,2024-01-18
"20","impact","Learnings","IKEA Foundation",38,2024-01-18
"21","experience","Learnings","IKEA Foundation",34,2024-01-18
"22","external","Learnings","IKEA Foundation",33,2024-01-18
"23","fields","Programs","IKEA Foundation",33,2024-01-18
"24","importantbody","Learnings","IKEA Foundation",33,2024-01-18
"25","islayoutflow","Learnings","IKEA Foundation",33,2024-01-18
"26","scripts","Learnings","IKEA Foundation",33,2024-01-18
"27","visit","Learnings","IKEA Foundation",33,2024-01-18
"28","wpsiteblocks","Learnings","IKEA Foundation",33,2024-01-18
"29","currentpage","Programs","IKEA Foundation",32,2024-01-18
"30","domain","Programs","IKEA Foundation",32,2024-01-18
"31","native","Programs","IKEA Foundation",32,2024-01-18
"32","privacy","Programs","IKEA Foundation",32,2024-01-18
"33","partners","Learnings","IKEA Foundation",31,2024-01-18
"34","foundation","Programs","IKEA Foundation",30,2024-01-18
"35","programme","Learnings","IKEA Foundation",28,2024-01-18
"36","settings","About","IKEA Foundation",28,2024-01-18
"37","energy","Programs","IKEA Foundation",27,2024-01-18
"38","improve","Learnings","IKEA Foundation",27,2024-01-18
"39","change","Learnings","IKEA Foundation",25,2024-01-18
"40","analytics","About","IKEA Foundation",24,2024-01-18
"41","change","Programs","IKEA Foundation",24,2024-01-18
"42","experience","Programs","IKEA Foundation",24,2024-01-18
"43","external","Programs","IKEA Foundation",24,2024-01-18
"44","formid","About","IKEA Foundation",24,2024-01-18
"45","importantbody","Programs","IKEA Foundation",24,2024-01-18
"46","islayoutflow","Programs","IKEA Foundation",24,2024-01-18
"47","learnings","Learnings","IKEA Foundation",24,2024-01-18
"48","partners","Programs","IKEA Foundation",24,2024-01-18
"49","report","Learnings","IKEA Foundation",24,2024-01-18
"50","scripts","Programs","IKEA Foundation",24,2024-01-18
"51","visit","Programs","IKEA Foundation",24,2024-01-18
"52","wpsiteblocks","Programs","IKEA Foundation",24,2024-01-18
"53","people","Programs","IKEA Foundation",23,2024-01-18
"54","climate","Programs","IKEA Foundation",22,2024-01-18
"55","enable","Learnings","IKEA Foundation",22,2024-01-18
"56","foundation","Grantmaking","IKEA Foundation",22,2024-01-18
"57","functional","Learnings","IKEA Foundation",22,2024-01-18
"58","functionevent","Learnings","IKEA Foundation",22,2024-01-18
"59","information","Learnings","IKEA Foundation",22,2024-01-18
"60","isredirect","Learnings","IKEA Foundation",22,2024-01-18
"61","livelihoods","Programs","IKEA Foundation",22,2024-01-18
"62","localedata","Learnings","IKEA Foundation",22,2024-01-18
"63","marginleft","Learnings","IKEA Foundation",22,2024-01-18
"64","marginright","Learnings","IKEA Foundation",22,2024-01-18
"65","number","Learnings","IKEA Foundation",22,2024-01-18
"66","platform","Learnings","IKEA Foundation",22,2024-01-18
"67","rnscript","Learnings","IKEA Foundation",22,2024-01-18
"68","trust","Learnings","IKEA Foundation",22,2024-01-18
"69","values","Learnings","IKEA Foundation",22,2024-01-18
"70","livelihoods","Learnings","IKEA Foundation",20,2024-01-18
"71","manager","About","IKEA Foundation",20,2024-01-18
"72","improve","Programs","IKEA Foundation",19,2024-01-18
"73","performance","Learnings","IKEA Foundation",19,2024-01-18
"74","business","Learnings","IKEA Foundation",18,2024-01-18
"75","communities","Programs","IKEA Foundation",18,2024-01-18
"76","governance","Learnings","IKEA Foundation",18,2024-01-18
"77","ladder","Learnings","IKEA Foundation",18,2024-01-18
"78","enable","Programs","IKEA Foundation",17,2024-01-18
"79","fields","About","IKEA Foundation",17,2024-01-18
"80","grant","Learnings","IKEA Foundation",17,2024-01-18
"81","impact","Programs","IKEA Foundation",17,2024-01-18
"82","number","Programs","IKEA Foundation",17,2024-01-18
"83","partners","About","IKEA Foundation",17,2024-01-18
"84","phase","Learnings","IKEA Foundation",17,2024-01-18
"85","refugee","Learnings","IKEA Foundation",17,2024-01-18
"86","renewable","Programs","IKEA Foundation",17,2024-01-18
"87","themes","Programs","IKEA Foundation",17,2024-01-18
"88","trust","Programs","IKEA Foundation",17,2024-01-18
"89","committed","Programs","IKEA Foundation",16,2024-01-18
"90","currentpage","About","IKEA Foundation",16,2024-01-18
"91","domain","About","IKEA Foundation",16,2024-01-18
"92","functional","Programs","IKEA Foundation",16,2024-01-18
"93","functionevent","Programs","IKEA Foundation",16,2024-01-18
"94","information","Programs","IKEA Foundation",16,2024-01-18
"95","isredirect","Programs","IKEA Foundation",16,2024-01-18
"96","localedata","Programs","IKEA Foundation",16,2024-01-18
"97","marginleft","Programs","IKEA Foundation",16,2024-01-18
"98","marginright","Programs","IKEA Foundation",16,2024-01-18
"99","native","About","IKEA Foundation",16,2024-01-18
"100","platform","Programs","IKEA Foundation",16,2024-01-18
"101","privacy","About","IKEA Foundation",16,2024-01-18
"102","rnscript","Programs","IKEA Foundation",16,2024-01-18
"103","values","Programs","IKEA Foundation",16,2024-01-18
"104","climate","Grantmaking","IKEA Foundation",15,2024-01-18
"105","provide","Learnings","IKEA Foundation",15,2024-01-18
"106","board","About","IKEA Foundation",14,2024-01-18
"107","change","About","IKEA Foundation",14,2024-01-18
"108","grant","About","IKEA Foundation",14,2024-01-18
"109","people","About","IKEA Foundation",14,2024-01-18
"110","trust","About","IKEA Foundation",14,2024-01-18
"111","values","About","IKEA Foundation",14,2024-01-18
"112","apply","Learnings","IKEA Foundation",13,2024-01-18
"113","funding","About","IKEA Foundation",13,2024-01-18
"114","funding","Learnings","IKEA Foundation",13,2024-01-18
"115","including","Learnings","IKEA Foundation",13,2024-01-18
"116","learn","Learnings","IKEA Foundation",13,2024-01-18
"117","policy","Learnings","IKEA Foundation",13,2024-01-18
"118","provide","Programs","IKEA Foundation",13,2024-01-18
"119","refugee","Programs","IKEA Foundation",13,2024-01-18
"120","refugees","Programs","IKEA Foundation",13,2024-01-18
"121","enables","Learnings","IKEA Foundation",12,2024-01-18
"122","experience","About","IKEA Foundation",12,2024-01-18
"123","external","About","IKEA Foundation",12,2024-01-18
"124","google","Grantmaking","IKEA Foundation",12,2024-01-18
"125","google","People","IKEA Foundation",12,2024-01-18
"126","helping","Programs","IKEA Foundation",12,2024-01-18
"127","impact","About","IKEA Foundation",12,2024-01-18
"128","importantbody","About","IKEA Foundation",12,2024-01-18
"129","ingka","About","IKEA Foundation",12,2024-01-18
"130","islayoutflow","About","IKEA Foundation",12,2024-01-18
"131","making","Learnings","IKEA Foundation",12,2024-01-18
"132","measures","Learnings","IKEA Foundation",12,2024-01-18
"133","misconduct","About","IKEA Foundation",12,2024-01-18
"134","offered","Learnings","IKEA Foundation",12,2024-01-18
"135","reports","Learnings","IKEA Foundation",12,2024-01-18
"136","review","Learnings","IKEA Foundation",12,2024-01-18
"137","scripts","About","IKEA Foundation",12,2024-01-18
"138","sustainable","Learnings","IKEA Foundation",12,2024-01-18
"139","themes","Learnings","IKEA Foundation",12,2024-01-18
"140","visit","About","IKEA Foundation",12,2024-01-18
"141","wpsiteblocks","About","IKEA Foundation",12,2024-01-18
"142","accept","Learnings","IKEA Foundation",11,2024-01-18
"143","agency","Learnings","IKEA Foundation",11,2024-01-18
"144","agreement","Learnings","IKEA Foundation",11,2024-01-18
"145","allowed","Learnings","IKEA Foundation",11,2024-01-18
"146","annual","Learnings","IKEA Foundation",11,2024-01-18
"147","brand","Learnings","IKEA Foundation",11,2024-01-18
"148","browser","Learnings","IKEA Foundation",11,2024-01-18
"149","centerbody","Learnings","IKEA Foundation",11,2024-01-18
"150","choices","Learnings","IKEA Foundation",11,2024-01-18
"151","chrome","Learnings","IKEA Foundation",11,2024-01-18
"152","coalition","Learnings","IKEA Foundation",11,2024-01-18
"153","complete","Learnings","IKEA Foundation",11,2024-01-18
"154","concerns","Learnings","IKEA Foundation",11,2024-01-18
"155","contents","Learnings","IKEA Foundation",11,2024-01-18
"156","contractors","Learnings","IKEA Foundation",11,2024-01-18
"157","cookie","Learnings","IKEA Foundation",11,2024-01-18
"158","customdata","Learnings","IKEA Foundation",11,2024-01-18
"159","defaults","Learnings","IKEA Foundation",11,2024-01-18
"160","delay","Learnings","IKEA Foundation",11,2024-01-18
"161","dependents","Learnings","IKEA Foundation",11,2024-01-18
"162","development","Learnings","IKEA Foundation",11,2024-01-18
"163","device","Learnings","IKEA Foundation",11,2024-01-18
"164","documents","Learnings","IKEA Foundation",11,2024-01-18
"165","dollo","Learnings","IKEA Foundation",11,2024-01-18
"166","emergency","Programs","IKEA Foundation",11,2024-01-18
"167","enhance","Learnings","IKEA Foundation",11,2024-01-18
"168","exceeds","Learnings","IKEA Foundation",11,2024-01-18
"169","falseelse","Learnings","IKEA Foundation",11,2024-01-18
"170","families","Programs","IKEA Foundation",11,2024-01-18
"171","ffffontfamily","Learnings","IKEA Foundation",11,2024-01-18
"172","files","Learnings","IKEA Foundation",11,2024-01-18
"173","flexbody","Learnings","IKEA Foundation",11,2024-01-18
"174","formcontent","Learnings","IKEA Foundation",11,2024-01-18
"175","funding","Programs","IKEA Foundation",11,2024-01-18
"176","gettime","Learnings","IKEA Foundation",11,2024-01-18
"177","gfglobal","Learnings","IKEA Foundation",11,2024-01-18
"178","gflegacy","Learnings","IKEA Foundation",11,2024-01-18
"179","gflegacymulti","Learnings","IKEA Foundation",11,2024-01-18
"180","global","Grantmaking","IKEA Foundation",11,2024-01-18
"181","gridbody","Learnings","IKEA Foundation",11,2024-01-18
"182","iftypeof","Learnings","IKEA Foundation",11,2024-01-18
"183","inherit","Learnings","IKEA Foundation",11,2024-01-18
"184","inside","Learnings","IKEA Foundation",11,2024-01-18
"185","isform","Learnings","IKEA Foundation",11,2024-01-18
"186","islayoutflex","Learnings","IKEA Foundation",11,2024-01-18
"187","islayoutgrid","Learnings","IKEA Foundation",11,2024-01-18
"188","islegacy","Learnings","IKEA Foundation",11,2024-01-18
"189","ispostback","Learnings","IKEA Foundation",11,2024-01-18
"190","landscape","Learnings","IKEA Foundation",11,2024-01-18
"191","logic","Learnings","IKEA Foundation",11,2024-01-18
"192","making","About","IKEA Foundation",11,2024-01-18
"193","making","Programs","IKEA Foundation",11,2024-01-18
"194","marketing","Learnings","IKEA Foundation",11,2024-01-18
"195","milliseconds","Learnings","IKEA Foundation",11,2024-01-18
"196","misconduct","Learnings","IKEA Foundation",11,2024-01-18
"197","monthly","Learnings","IKEA Foundation",11,2024-01-18
"198","partner","Learnings","IKEA Foundation",11,2024-01-18
"199","parts","Learnings","IKEA Foundation",11,2024-01-18
"200","placeholders","Learnings","IKEA Foundation",11,2024-01-18
"201","planet","Programs","IKEA Foundation",11,2024-01-18
"202","pluraln","Learnings","IKEA Foundation",11,2024-01-18
"203","popular","Learnings","IKEA Foundation",11,2024-01-18
"204","preferences","Learnings","IKEA Foundation",11,2024-01-18
"205","press","Learnings","IKEA Foundation",11,2024-01-18
"206","problem","Learnings","IKEA Foundation",11,2024-01-18
"207","reject","Learnings","IKEA Foundation",11,2024-01-18
"208","saved","Learnings","IKEA Foundation",11,2024-01-18
"209","saving","Learnings","IKEA Foundation",11,2024-01-18
"210","sbiajaxurl","Learnings","IKEA Foundation",11,2024-01-18
"211","scriptrn","Learnings","IKEA Foundation",11,2024-01-18
"212","service","Learnings","IKEA Foundation",11,2024-01-18
"213","setattribute","Learnings","IKEA Foundation",11,2024-01-18
"214","signing","Learnings","IKEA Foundation",11,2024-01-18
"215","solar","Programs","IKEA Foundation",11,2024-01-18
"216","stakeholders","Learnings","IKEA Foundation",11,2024-01-18
"217","stories","Learnings","IKEA Foundation",11,2024-01-18
"218","support","Programs","IKEA Foundation",11,2024-01-18
"219","targets","Learnings","IKEA Foundation",11,2024-01-18
"220","terms","Learnings","IKEA Foundation",11,2024-01-18
"221","tracks","Learnings","IKEA Foundation",11,2024-01-18
"222","traffic","Learnings","IKEA Foundation",11,2024-01-18
"223","translations","Learnings","IKEA Foundation",11,2024-01-18
"224","undefined","Learnings","IKEA Foundation",11,2024-01-18
"225","uploading","Learnings","IKEA Foundation",11,2024-01-18
"226","vacancies","Learnings","IKEA Foundation",11,2024-01-18
"227","visitors","Learnings","IKEA Foundation",11,2024-01-18
"228","visits","Learnings","IKEA Foundation",11,2024-01-18
"229","vogdprcfront","Learnings","IKEA Foundation",11,2024-01-18
"230","action","Programs","IKEA Foundation",10,2024-01-18
"231","africa","Programs","IKEA Foundation",10,2024-01-18
"232","climate","About","IKEA Foundation",10,2024-01-18
"233","employment","Programs","IKEA Foundation",10,2024-01-18
"234","enable","About","IKEA Foundation",10,2024-01-18
"235","grant","Programs","IKEA Foundation",10,2024-01-18
"236","improve","About","IKEA Foundation",10,2024-01-18
"237","shareaction","Learnings","IKEA Foundation",10,2024-01-18
"238","agreement","Programs","IKEA Foundation",9,2024-01-18
"239","annual","Programs","IKEA Foundation",9,2024-01-18
"240","emissions","Learnings","IKEA Foundation",9,2024-01-18
"241","emissions","Programs","IKEA Foundation",9,2024-01-18
"242","ethiopia","Learnings","IKEA Foundation",9,2024-01-18
"243","implementing","Learnings","IKEA Foundation",9,2024-01-18
"244","including","Programs","IKEA Foundation",9,2024-01-18
"245","india","Learnings","IKEA Foundation",9,2024-01-18
"246","parts","Programs","IKEA Foundation",9,2024-01-18
"247","platform","About","IKEA Foundation",9,2024-01-18
"248","problem","Programs","IKEA Foundation",9,2024-01-18
"249","publication","Learnings","IKEA Foundation",9,2024-01-18
"250","service","Programs","IKEA Foundation",9,2024-01-18
"251","support","About","IKEA Foundation",9,2024-01-18
"252","sustainable","Programs","IKEA Foundation",9,2024-01-18
"253","accept","Programs","IKEA Foundation",8,2024-01-18
"254","allowed","Programs","IKEA Foundation",8,2024-01-18
"255","apply","Programs","IKEA Foundation",8,2024-01-18
"256","brand","Programs","IKEA Foundation",8,2024-01-18
"257","browser","Programs","IKEA Foundation",8,2024-01-18
"258","centerbody","Programs","IKEA Foundation",8,2024-01-18
"259","choices","Programs","IKEA Foundation",8,2024-01-18
"260","chrome","Programs","IKEA Foundation",8,2024-01-18
"261","climate","Learnings","IKEA Foundation",8,2024-01-18
"262","complete","Programs","IKEA Foundation",8,2024-01-18
"263","concerns","Programs","IKEA Foundation",8,2024-01-18
"264","contents","Programs","IKEA Foundation",8,2024-01-18
"265","contractors","Programs","IKEA Foundation",8,2024-01-18
"266","cookie","Programs","IKEA Foundation",8,2024-01-18
"267","create","About","IKEA Foundation",8,2024-01-18
"268","customdata","Programs","IKEA Foundation",8,2024-01-18
"269","defaults","Programs","IKEA Foundation",8,2024-01-18
"270","delay","Programs","IKEA Foundation",8,2024-01-18
"271","dependents","Programs","IKEA Foundation",8,2024-01-18
"272","device","Programs","IKEA Foundation",8,2024-01-18
"273","documents","Programs","IKEA Foundation",8,2024-01-18
"274","enables","Programs","IKEA Foundation",8,2024-01-18
"275","energy","Grantmaking","IKEA Foundation",8,2024-01-18
"276","enhance","Programs","IKEA Foundation",8,2024-01-18
"277","exceeds","Programs","IKEA Foundation",8,2024-01-18
"278","falseelse","Programs","IKEA Foundation",8,2024-01-18
"279","ffffontfamily","Programs","IKEA Foundation",8,2024-01-18
"280","files","Programs","IKEA Foundation",8,2024-01-18
"281","flexbody","Programs","IKEA Foundation",8,2024-01-18
"282","formcontent","Programs","IKEA Foundation",8,2024-01-18
"283","functional","About","IKEA Foundation",8,2024-01-18
"284","functionevent","About","IKEA Foundation",8,2024-01-18
"285","gettime","Programs","IKEA Foundation",8,2024-01-18
"286","gfglobal","Programs","IKEA Foundation",8,2024-01-18
"287","gflegacy","Programs","IKEA Foundation",8,2024-01-18
"288","gflegacymulti","Programs","IKEA Foundation",8,2024-01-18
"289","governance","About","IKEA Foundation",8,2024-01-18
"290","governance","Programs","IKEA Foundation",8,2024-01-18
"291","gridbody","Programs","IKEA Foundation",8,2024-01-18
"292","iftypeof","Programs","IKEA Foundation",8,2024-01-18
"293","information","About","IKEA Foundation",8,2024-01-18
"294","inherit","Programs","IKEA Foundation",8,2024-01-18
"295","initiatives","Programs","IKEA Foundation",8,2024-01-18
"296","inside","Programs","IKEA Foundation",8,2024-01-18
"297","isform","Programs","IKEA Foundation",8,2024-01-18
"298","islayoutflex","Programs","IKEA Foundation",8,2024-01-18
"299","islayoutgrid","Programs","IKEA Foundation",8,2024-01-18
"300","islegacy","Programs","IKEA Foundation",8,2024-01-18
"301","ispostback","Programs","IKEA Foundation",8,2024-01-18
"302","isredirect","About","IKEA Foundation",8,2024-01-18
"303","kamprad","About","IKEA Foundation",8,2024-01-18
"304","learn","Programs","IKEA Foundation",8,2024-01-18
"305","learnings","Programs","IKEA Foundation",8,2024-01-18
"306","living","Programs","IKEA Foundation",8,2024-01-18
"307","localedata","About","IKEA Foundation",8,2024-01-18
"308","logic","Programs","IKEA Foundation",8,2024-01-18
"309","marginleft","About","IKEA Foundation",8,2024-01-18
"310","marginright","About","IKEA Foundation",8,2024-01-18
"311","marketing","Programs","IKEA Foundation",8,2024-01-18
"312","measures","Programs","IKEA Foundation",8,2024-01-18
"313","milliseconds","Programs","IKEA Foundation",8,2024-01-18
"314","misconduct","Programs","IKEA Foundation",8,2024-01-18
"315","monthly","Programs","IKEA Foundation",8,2024-01-18
"316","number","About","IKEA Foundation",8,2024-01-18
"317","offered","Programs","IKEA Foundation",8,2024-01-18
"318","placeholders","Programs","IKEA Foundation",8,2024-01-18
"319","pluraln","Programs","IKEA Foundation",8,2024-01-18
"320","policy","Programs","IKEA Foundation",8,2024-01-18
"321","popular","Programs","IKEA Foundation",8,2024-01-18
"322","poverty","Programs","IKEA Foundation",8,2024-01-18
"323","preferences","Programs","IKEA Foundation",8,2024-01-18
"324","press","Programs","IKEA Foundation",8,2024-01-18
"325","programmes","About","IKEA Foundation",8,2024-01-18
"326","reject","Programs","IKEA Foundation",8,2024-01-18
"327","report","Programs","IKEA Foundation",8,2024-01-18
"328","reports","Programs","IKEA Foundation",8,2024-01-18
"329","response","Programs","IKEA Foundation",8,2024-01-18
"330","review","Programs","IKEA Foundation",8,2024-01-18
"331","rnscript","About","IKEA Foundation",8,2024-01-18
"332","saved","Programs","IKEA Foundation",8,2024-01-18
"333","saving","Programs","IKEA Foundation",8,2024-01-18
"334","sbiajaxurl","Programs","IKEA Foundation",8,2024-01-18
"335","scriptrn","Programs","IKEA Foundation",8,2024-01-18
"336","setattribute","Programs","IKEA Foundation",8,2024-01-18
"337","signing","Programs","IKEA Foundation",8,2024-01-18
"338","stakeholders","Programs","IKEA Foundation",8,2024-01-18
"339","stories","Programs","IKEA Foundation",8,2024-01-18
"340","terms","Programs","IKEA Foundation",8,2024-01-18
"341","tracks","Programs","IKEA Foundation",8,2024-01-18
"342","traffic","Programs","IKEA Foundation",8,2024-01-18
"343","translations","Programs","IKEA Foundation",8,2024-01-18
"344","undefined","Programs","IKEA Foundation",8,2024-01-18
"345","uploading","Programs","IKEA Foundation",8,2024-01-18
"346","vacancies","Programs","IKEA Foundation",8,2024-01-18
"347","visitors","Programs","IKEA Foundation",8,2024-01-18
"348","visits","Programs","IKEA Foundation",8,2024-01-18
"349","vogdprcfront","Programs","IKEA Foundation",8,2024-01-18
"350","analytics","Grantmaking","IKEA Foundation",7,2024-01-18
"351","articles","Programs","IKEA Foundation",7,2024-01-18
"352","based","Learnings","IKEA Foundation",7,2024-01-18
"353","build","Programs","IKEA Foundation",7,2024-01-18
"354","charitable","About","IKEA Foundation",7,2024-01-18
"355","entrepreneurs","Programs","IKEA Foundation",7,2024-01-18
"356","evaluations","Learnings","IKEA Foundation",7,2024-01-18
"357","evidence","Learnings","IKEA Foundation",7,2024-01-18
"358","initiative","Learnings","IKEA Foundation",7,2024-01-18
"359","institute","Grantmaking","IKEA Foundation",7,2024-01-18
"360","international","Grantmaking","IKEA Foundation",7,2024-01-18
"361","investment","Learnings","IKEA Foundation",7,2024-01-18
"362","jordan","Learnings","IKEA Foundation",7,2024-01-18
"363","kenya","Learnings","IKEA Foundation",7,2024-01-18
"364","million","Programs","IKEA Foundation",7,2024-01-18
"365","mount","Learnings","IKEA Foundation",7,2024-01-18
"366","previous","Programs","IKEA Foundation",7,2024-01-18
