"","category","institution","word1","word2","n","date"
"1","Learnings","IKEA Foundation","google","analytics",55,2024-01-16
"2","Programs","IKEA Foundation","google","analytics",40,2024-01-16
"3","Learnings","IKEA Foundation","privacy","settings",33,2024-01-16
"4","Programs","IKEA Foundation","privacy","settings",24,2024-01-16
"5","Learnings","IKEA Foundation","analytics","google",22,2024-01-16
"6","Learnings","IKEA Foundation","external","scripts",22,2024-01-16
"7","About","IKEA Foundation","google","analytics",20,2024-01-16
"8","Programs","IKEA Foundation","analytics","google",16,2024-01-16
"9","Programs","IKEA Foundation","external","scripts",16,2024-01-16
"10","Programs","IKEA Foundation","renewable","energy",16,2024-01-16
"11","About","IKEA Foundation","privacy","settings",12,2024-01-16
"12","Learnings","IKEA Foundation","ladder","phase",12,2024-01-16
"13","Learnings","IKEA Foundation","agreement","privacy",11,2024-01-16
"14","Learnings","IKEA Foundation","analytics","rnscript",11,2024-01-16
"15","Learnings","IKEA Foundation","analytics","service",11,2024-01-16
"16","Learnings","IKEA Foundation","annual","review",11,2024-01-16
"17","Learnings","IKEA Foundation","brand","enable",11,2024-01-16
"18","Learnings","IKEA Foundation","change","cookie",11,2024-01-16
"19","Learnings","IKEA Foundation","defaults","fields",11,2024-01-16
"20","Learnings","IKEA Foundation","documents","change",11,2024-01-16
"21","Learnings","IKEA Foundation","enable","google",11,2024-01-16
"22","Learnings","IKEA Foundation","enables","external",11,2024-01-16
"23","Learnings","IKEA Foundation","fields","isinit",11,2024-01-16
"24","Learnings","IKEA Foundation","formid","fields",11,2024-01-16
"25","Learnings","IKEA Foundation","gettime","cdata",11,2024-01-16
"26","Learnings","IKEA Foundation","gflegacy","islegacy",11,2024-01-16
"27","Learnings","IKEA Foundation","google","marketing",11,2024-01-16
"28","Learnings","IKEA Foundation","including","partners",11,2024-01-16
"29","Learnings","IKEA Foundation","isinit","cdata",11,2024-01-16
"30","Learnings","IKEA Foundation","islegacy","cdata",11,2024-01-16
"31","Learnings","IKEA Foundation","learnings","partners",11,2024-01-16
"32","Learnings","IKEA Foundation","manager","google",11,2024-01-16
"33","Learnings","IKEA Foundation","manager","measures",11,2024-01-16
"34","Learnings","IKEA Foundation","manager","privacy",11,2024-01-16
"35","Learnings","IKEA Foundation","manager","rnscript",11,2024-01-16
"36","Learnings","IKEA Foundation","marketing","platform",11,2024-01-16
"37","Learnings","IKEA Foundation","partners","press",11,2024-01-16
"38","Learnings","IKEA Foundation","platform","brand",11,2024-01-16
"39","Learnings","IKEA Foundation","platform","inside",11,2024-01-16
"40","Learnings","IKEA Foundation","press","stories",11,2024-01-16
"41","Learnings","IKEA Foundation","privacy","policy",11,2024-01-16
"42","Learnings","IKEA Foundation","reject","accept",11,2024-01-16
"43","Learnings","IKEA Foundation","service","offered",11,2024-01-16
"44","Learnings","IKEA Foundation","settings","cdata",11,2024-01-16
"45","Learnings","IKEA Foundation","settings","google",11,2024-01-16
"46","Learnings","IKEA Foundation","settings","privacy",11,2024-01-16
"47","Learnings","IKEA Foundation","settings","reject",11,2024-01-16
"48","Learnings","IKEA Foundation","disha","programme",9,2024-01-16
"49","Learnings","IKEA Foundation","partner","focus",9,2024-01-16
"50","Programs","IKEA Foundation","climate","action",9,2024-01-16
