"","word","category","institution","n","date"
"1","research","Crops","Alliance",87,2024-01-18
"2","systems","Research","Alliance",80,2024-01-18
"3","climate","Research","Alliance",68,2024-01-18
"4","research","Research","Alliance",65,2024-01-18
"5","alliance","Research","Alliance",55,2024-01-18
"6","annual","Research","Alliance",50,2024-01-18
"7","gender","Research","Alliance",47,2024-01-18
"8","alliance","Crops","Alliance",44,2024-01-18
"9","report","Research","Alliance",44,2024-01-18
"10","digital","Research","Alliance",42,2024-01-18
"11","agriculture","Research","Alliance",41,2024-01-18
"12","inclusion","Research","Alliance",41,2024-01-18
"13","cassava","Crops","Alliance",40,2024-01-18
"14","tropical","Crops","Alliance",40,2024-01-18
"15","landscapes","Research","Alliance",38,2024-01-18
"16","discover","Research","Alliance",37,2024-01-18
"17","change","Research","Alliance",36,2024-01-18
"18","crops","Research","Alliance",36,2024-01-18
"19","forages","Crops","Alliance",36,2024-01-18
"20","systems","Regions","Alliance",36,2024-01-18
"21","sustainable","Research","Alliance",35,2024-01-18
"22","program","Crops","Alliance",34,2024-01-18
"23","environment","Research","Alliance",33,2024-01-18
"24","innovations","Research","Alliance",33,2024-01-18
"25","action","Research","Alliance",31,2024-01-18
"26","banana","Crops","Alliance",31,2024-01-18
"27","international","Crops","Alliance",31,2024-01-18
"28","spanish","Research","Alliance",31,2024-01-18
"29","africa","Crops","Alliance",30,2024-01-18
"30","impact","Research","Alliance",30,2024-01-18
"31","nutrition","Research","Alliance",30,2024-01-18
"32","publications","Research","Alliance",28,2024-01-18
"33","tools","Research","Alliance",28,2024-01-18
"34","enhance","Research","Alliance",27,2024-01-18
"35","global","Research","Alliance",27,2024-01-18
"36","annual","Crops","Alliance",26,2024-01-18
"37","international","Research","Alliance",26,2024-01-18
"38","areas","Research","Alliance",24,2024-01-18
"39","climate","Regions","Alliance",24,2024-01-18
"40","genebanks","Research","Alliance",24,2024-01-18
"41","improving","Research","Alliance",24,2024-01-18
"42","biodiversity","Research","Alliance",23,2024-01-18
"43","research","Regions","Alliance",23,2024-01-18
"44","africa","Research","Alliance",22,2024-01-18
"45","bioversity","Research","Alliance",22,2024-01-18
"46","partners","Crops","Alliance",22,2024-01-18
"47","agricultural","Research","Alliance",21,2024-01-18
"48","inclusive","Research","Alliance",21,2024-01-18
"49","solutions","Research","Alliance",21,2024-01-18
"50","cgiar","Research","Alliance",20,2024-01-18
"51","farmers","Crops","Alliance",20,2024-01-18
"52","health","Research","Alliance",20,2024-01-18
"53","partners","Research","Alliance",20,2024-01-18
"54","production","Crops","Alliance",20,2024-01-18
"55","report","Crops","Alliance",20,2024-01-18
"56","behavior","Research","Alliance",19,2024-01-18
"57","consumer","Research","Alliance",19,2024-01-18
"58","crops","Crops","Alliance",19,2024-01-18
"59","development","Regions","Alliance",19,2024-01-18
"60","genetic","Crops","Alliance",19,2024-01-18
"61","security","Research","Alliance",19,2024-01-18
"62","services","Research","Alliance",19,2024-01-18
"63","spanish","Crops","Alliance",19,2024-01-18
"64","system","Research","Alliance",19,2024-01-18
"65","beans","Crops","Alliance",18,2024-01-18
"66","development","Crops","Alliance",18,2024-01-18
"67","future","Research","Alliance",18,2024-01-18
"68","strategy","Research","Alliance",18,2024-01-18
"69","sustainable","Regions","Alliance",18,2024-01-18
"70","themes","Research","Alliance",18,2024-01-18
