"","category","institution","word1","word2","n","date"
"1","Research","Alliance","annual","report",40,2024-01-19
"2","Crops","Alliance","tropical","forages",27,2024-01-19
"3","Research","Alliance","climate","change",22,2024-01-19
"4","Research","Alliance","bioversity","international",21,2024-01-19
"5","Crops","Alliance","annual","report",20,2024-01-19
"6","Research","Alliance","climate","action",20,2024-01-19
"7","Research","Alliance","consumer","behavior",18,2024-01-19
"8","Research","Alliance","digital","inclusion",16,2024-01-19
"9","Research","Alliance","discover","improving",16,2024-01-19
"10","Crops","Alliance","bioversity","international",15,2024-01-19
"11","Crops","Alliance","latin","america",15,2024-01-19
"12","Research","Alliance","landscapes","climate",13,2024-01-19
"13","Regions","Alliance","annual","report",12,2024-01-19
"14","Research","Alliance","health","gender",11,2024-01-19
"15","Research","Alliance","inclusion","crops",11,2024-01-19
"16","Research","Alliance","tropical","forages",11,2024-01-19
"17","Research","Alliance","alliance","headquarters",10,2024-01-19
"18","Research","Alliance","annual","reports",10,2024-01-19
"19","Research","Alliance","centersour","privacy",10,2024-01-19
"20","Research","Alliance","change","mitigation",10,2024-01-19
"21","Research","Alliance","ethics","careers",10,2024-01-19
"22","Research","Alliance","events","paths",10,2024-01-19
"23","Research","Alliance","extras","genebanks",10,2024-01-19
"24","Research","Alliance","finances","scientists",10,2024-01-19
"25","Research","Alliance","foodsecure","future",10,2024-01-19
"26","Research","Alliance","forages","extras",10,2024-01-19
"27","Research","Alliance","genebanks","laboratories",10,2024-01-19
"28","Research","Alliance","genebanks","stories",10,2024-01-19
"29","Research","Alliance","global","research",10,2024-01-19
"30","Research","Alliance","governance","finances",10,2024-01-19
"31","Research","Alliance","headquarters","address",10,2024-01-19
"32","Research","Alliance","highlights","tools",10,2024-01-19
"33","Research","Alliance","history","strategy",10,2024-01-19
"34","Research","Alliance","impact","publications",10,2024-01-19
"35","Research","Alliance","inclusion","regions",10,2024-01-19
"36","Research","Alliance","innovations","annual",10,2024-01-19
"37","Research","Alliance","italy","phone",10,2024-01-19
"38","Research","Alliance","laboratories","ethics",10,2024-01-19
"39","Research","Alliance","partners","services",10,2024-01-19
"40","Research","Alliance","policy","follow",10,2024-01-19
"41","Research","Alliance","privacy","policy",10,2024-01-19
"42","Research","Alliance","publications","highlights",10,2024-01-19
"43","Research","Alliance","reports","annual",10,2024-01-19
"44","Research","Alliance","research","partnership",10,2024-01-19
"45","Research","Alliance","research","themes",10,2024-01-19
"46","Research","Alliance","scientists","offices",10,2024-01-19
"47","Research","Alliance","services","genebanks",10,2024-01-19
"48","Research","Alliance","stories","events",10,2024-01-19
"49","Research","Alliance","strategy","governance",10,2024-01-19
"50","Research","Alliance","tools","innovations",10,2024-01-19
"51","Crops","Alliance","research","approach",9,2024-01-19
"52","Crops","Alliance","thematic","research",9,2024-01-19
"53","Regions","Alliance","climate","change",9,2024-01-19
"54","Regions","Alliance","private","sector",9,2024-01-19
"55","Research","Alliance","agricultural","biodiversity",9,2024-01-19
"56","Research","Alliance","alliance","bioversity",9,2024-01-19
"57","Research","Alliance","breakthrough","achievements",9,2024-01-19
"58","Crops","Alliance","climate","change",8,2024-01-19
"59","Crops","Alliance","senior","scientist",8,2024-01-19
"60","Research","Alliance","agroecology","discover",8,2024-01-19
"61","Research","Alliance","coffee","systems",8,2024-01-19
"62","Research","Alliance","crosscutting","research",8,2024-01-19
"63","Research","Alliance","discover","supporting",8,2024-01-19
"64","Research","Alliance","improving","cacao",8,2024-01-19
"65","Research","Alliance","innovations","methods",8,2024-01-19
"66","Research","Alliance","mitigation","discover",8,2024-01-19
"67","Research","Alliance","partnerships","discover",8,2024-01-19
"68","Research","Alliance","supporting","peace",8,2024-01-19
"69","Crops","Alliance","agricultural","research",7,2024-01-19
"70","Crops","Alliance","cassava","program",6,2024-01-19
"71","Regions","Alliance","bioversity","international",6,2024-01-19
"72","Regions","Alliance","climate","action",6,2024-01-19
"73","Regions","Alliance","discover","improving",6,2024-01-19
"74","Research","Alliance","gender","equality",6,2024-01-19
"75","Research","Alliance","gender","inequalities",6,2024-01-19
"76","Crops","Alliance","alliance","bioversity",5,2024-01-19
"77","Crops","Alliance","alliance","headquarters",5,2024-01-19
"78","Crops","Alliance","annual","reports",5,2024-01-19
"79","Crops","Alliance","centersour","privacy",5,2024-01-19
"80","Crops","Alliance","climate","action",5,2024-01-19
"81","Crops","Alliance","consumer","behavior",5,2024-01-19
"82","Crops","Alliance","digital","inclusion",5,2024-01-19
"83","Crops","Alliance","ethics","careers",5,2024-01-19
"84","Crops","Alliance","events","paths",5,2024-01-19
"85","Crops","Alliance","extras","genebanks",5,2024-01-19
"86","Crops","Alliance","featured","publications",5,2024-01-19
"87","Crops","Alliance","featured","stories",5,2024-01-19
"88","Crops","Alliance","finances","scientists",5,2024-01-19
"89","Crops","Alliance","foodsecure","future",5,2024-01-19
"90","Crops","Alliance","forages","extras",5,2024-01-19
"91","Crops","Alliance","genebanks","laboratories",5,2024-01-19
"92","Crops","Alliance","genebanks","stories",5,2024-01-19
"93","Crops","Alliance","genetic","resources",5,2024-01-19
"94","Crops","Alliance","global","research",5,2024-01-19
"95","Crops","Alliance","governance","finances",5,2024-01-19
"96","Crops","Alliance","headquarters","address",5,2024-01-19
"97","Crops","Alliance","health","gender",5,2024-01-19
"98","Crops","Alliance","highlights","tools",5,2024-01-19
"99","Crops","Alliance","history","strategy",5,2024-01-19
"100","Crops","Alliance","impact","publications",5,2024-01-19
"101","Crops","Alliance","inclusion","crops",5,2024-01-19
"102","Crops","Alliance","inclusion","regions",5,2024-01-19
"103","Crops","Alliance","innovations","annual",5,2024-01-19
"104","Crops","Alliance","italy","phone",5,2024-01-19
"105","Crops","Alliance","laboratories","ethics",5,2024-01-19
"106","Crops","Alliance","landscapes","climate",5,2024-01-19
"107","Crops","Alliance","partners","services",5,2024-01-19
"108","Crops","Alliance","policy","follow",5,2024-01-19
"109","Crops","Alliance","privacy","policy",5,2024-01-19
"110","Crops","Alliance","publications","highlights",5,2024-01-19
"111","Crops","Alliance","reports","annual",5,2024-01-19
"112","Crops","Alliance","research","partnership",5,2024-01-19
"113","Crops","Alliance","research","themes",5,2024-01-19
"114","Crops","Alliance","scientists","offices",5,2024-01-19
"115","Crops","Alliance","services","genebanks",5,2024-01-19
"116","Crops","Alliance","stories","events",5,2024-01-19
"117","Crops","Alliance","strategy","governance",5,2024-01-19
"118","Crops","Alliance","tools","innovations",5,2024-01-19
"119","Research","Alliance","private","sector",5,2024-01-19
"120","Research","Alliance","researchbased","solutions",5,2024-01-19
"121","Research","Alliance","sustainable","diets",5,2024-01-19
"122","Crops","Alliance","genetic","diversity",4,2024-01-19
"123","Crops","Alliance","highly","productive",4,2024-01-19
"124","Crops","Alliance","international","development",4,2024-01-19
"125","Crops","Alliance","livestock","production",4,2024-01-19
"126","Crops","Alliance","smallholder","farmers",4,2024-01-19
"127","Regions","Alliance","agricultural","biodiversity",4,2024-01-19
"128","Regions","Alliance","sustainable","development",4,2024-01-19
"129","Regions","Alliance","tropical","forages",4,2024-01-19
"130","Research","Alliance","climatesmart","agriculture",4,2024-01-19
"131","Research","Alliance","development","goals",4,2024-01-19
"132","Research","Alliance","digital","technologies",4,2024-01-19
"133","Research","Alliance","digital","tools",4,2024-01-19
"134","Research","Alliance","inclusive","digital",4,2024-01-19
"135","Research","Alliance","landscape","restoration",4,2024-01-19
"136","Research","Alliance","principal","scientist",4,2024-01-19
"137","Research","Alliance","progress","report",4,2024-01-19
"138","Research","Alliance","sustainable","development",4,2024-01-19
"139","Research","Alliance","ukama","ustawi",4,2024-01-19
"140","Crops","Alliance","alliance","pabra",3,2024-01-19
"141","Crops","Alliance","banana","research",3,2024-01-19
"142","Crops","Alliance","common","beans",3,2024-01-19
"143","Crops","Alliance","farming","practices",3,2024-01-19
"144","Crops","Alliance","forages","program",3,2024-01-19
"145","Crops","Alliance","gates","foundation",3,2024-01-19
"146","Crops","Alliance","improved","varieties",3,2024-01-19
"147","Crops","Alliance","innovative","solutions",3,2024-01-19
"148","Crops","Alliance","production","systems",3,2024-01-19
"149","Crops","Alliance","program","leader",3,2024-01-19
"150","Crops","Alliance","research","alliance",3,2024-01-19
"151","Crops","Alliance","specific","regions",3,2024-01-19
"152","Crops","Alliance","sustainable","cassava",3,2024-01-19
