"","category","institution","word1","word2","n","date"
"1","Research","Alliance","annual","report",40,2024-01-18
"2","Crops","Alliance","tropical","forages",27,2024-01-18
"3","Research","Alliance","climate","change",22,2024-01-18
"4","Research","Alliance","bioversity","international",21,2024-01-18
"5","Crops","Alliance","annual","report",20,2024-01-18
"6","Research","Alliance","climate","action",20,2024-01-18
"7","Research","Alliance","consumer","behavior",18,2024-01-18
"8","Research","Alliance","digital","inclusion",16,2024-01-18
"9","Research","Alliance","discover","improving",16,2024-01-18
"10","Crops","Alliance","bioversity","international",15,2024-01-18
"11","Crops","Alliance","latin","america",15,2024-01-18
"12","Research","Alliance","landscapes","climate",13,2024-01-18
"13","Regions","Alliance","annual","report",12,2024-01-18
"14","Research","Alliance","health","gender",11,2024-01-18
"15","Research","Alliance","inclusion","crops",11,2024-01-18
"16","Research","Alliance","tropical","forages",11,2024-01-18
"17","Research","Alliance","alliance","headquarters",10,2024-01-18
"18","Research","Alliance","annual","reports",10,2024-01-18
"19","Research","Alliance","centersour","privacy",10,2024-01-18
"20","Research","Alliance","change","mitigation",10,2024-01-18
"21","Research","Alliance","ethics","careers",10,2024-01-18
"22","Research","Alliance","events","paths",10,2024-01-18
"23","Research","Alliance","extras","genebanks",10,2024-01-18
"24","Research","Alliance","finances","scientists",10,2024-01-18
"25","Research","Alliance","foodsecure","future",10,2024-01-18
"26","Research","Alliance","forages","extras",10,2024-01-18
"27","Research","Alliance","genebanks","laboratories",10,2024-01-18
"28","Research","Alliance","genebanks","stories",10,2024-01-18
"29","Research","Alliance","global","research",10,2024-01-18
"30","Research","Alliance","governance","finances",10,2024-01-18
"31","Research","Alliance","headquarters","address",10,2024-01-18
"32","Research","Alliance","highlights","tools",10,2024-01-18
"33","Research","Alliance","history","strategy",10,2024-01-18
"34","Research","Alliance","impact","publications",10,2024-01-18
"35","Research","Alliance","inclusion","regions",10,2024-01-18
"36","Research","Alliance","innovations","annual",10,2024-01-18
"37","Research","Alliance","italy","phone",10,2024-01-18
"38","Research","Alliance","laboratories","ethics",10,2024-01-18
"39","Research","Alliance","partners","services",10,2024-01-18
"40","Research","Alliance","policy","follow",10,2024-01-18
"41","Research","Alliance","privacy","policy",10,2024-01-18
"42","Research","Alliance","publications","highlights",10,2024-01-18
"43","Research","Alliance","reports","annual",10,2024-01-18
"44","Research","Alliance","research","partnership",10,2024-01-18
"45","Research","Alliance","research","themes",10,2024-01-18
"46","Research","Alliance","scientists","offices",10,2024-01-18
"47","Research","Alliance","services","genebanks",10,2024-01-18
"48","Research","Alliance","stories","events",10,2024-01-18
"49","Research","Alliance","strategy","governance",10,2024-01-18
"50","Research","Alliance","tools","innovations",10,2024-01-18
