"","word","category","institution","n","date"
"1","research","Crops","Alliance",87,2024-01-20
"2","systems","Research","Alliance",78,2024-01-20
"3","climate","Research","Alliance",69,2024-01-20
"4","research","Research","Alliance",65,2024-01-20
"5","alliance","Research","Alliance",55,2024-01-20
"6","annual","Research","Alliance",51,2024-01-20
"7","gender","Research","Alliance",48,2024-01-20
"8","report","Research","Alliance",47,2024-01-20
"9","alliance","Crops","Alliance",44,2024-01-20
"10","digital","Research","Alliance",41,2024-01-20
"11","inclusion","Research","Alliance",41,2024-01-20
"12","agriculture","Research","Alliance",40,2024-01-20
"13","cassava","Crops","Alliance",40,2024-01-20
"14","tropical","Crops","Alliance",40,2024-01-20
"15","discover","Research","Alliance",37,2024-01-20
"16","landscapes","Research","Alliance",37,2024-01-20
"17","forages","Crops","Alliance",36,2024-01-20
"18","systems","Regions","Alliance",36,2024-01-20
"19","change","Research","Alliance",35,2024-01-20
"20","crops","Research","Alliance",35,2024-01-20
"21","program","Crops","Alliance",34,2024-01-20
"22","sustainable","Research","Alliance",34,2024-01-20
"23","environment","Research","Alliance",33,2024-01-20
"24","innovations","Research","Alliance",33,2024-01-20
"25","action","Research","Alliance",31,2024-01-20
"26","banana","Crops","Alliance",31,2024-01-20
"27","international","Crops","Alliance",31,2024-01-20
"28","nutrition","Research","Alliance",31,2024-01-20
"29","spanish","Research","Alliance",31,2024-01-20
"30","africa","Crops","Alliance",30,2024-01-20
"31","impact","Research","Alliance",30,2024-01-20
"32","publications","Research","Alliance",28,2024-01-20
"33","tools","Research","Alliance",28,2024-01-20
"34","enhance","Research","Alliance",27,2024-01-20
"35","global","Research","Alliance",27,2024-01-20
"36","annual","Crops","Alliance",26,2024-01-20
"37","international","Research","Alliance",26,2024-01-20
"38","improving","Research","Alliance",25,2024-01-20
"39","biodiversity","Research","Alliance",24,2024-01-20
"40","genebanks","Research","Alliance",24,2024-01-20
"41","areas","Research","Alliance",23,2024-01-20
"42","climate","Regions","Alliance",23,2024-01-20
"43","research","Regions","Alliance",23,2024-01-20
"44","africa","Research","Alliance",22,2024-01-20
"45","bioversity","Research","Alliance",22,2024-01-20
"46","partners","Crops","Alliance",22,2024-01-20
"47","agricultural","Research","Alliance",21,2024-01-20
"48","inclusive","Research","Alliance",21,2024-01-20
"49","solutions","Research","Alliance",21,2024-01-20
"50","cgiar","Research","Alliance",20,2024-01-20
"51","farmers","Crops","Alliance",20,2024-01-20
"52","health","Research","Alliance",20,2024-01-20
"53","partners","Research","Alliance",20,2024-01-20
"54","production","Crops","Alliance",20,2024-01-20
"55","report","Crops","Alliance",20,2024-01-20
"56","behavior","Research","Alliance",19,2024-01-20
"57","consumer","Research","Alliance",19,2024-01-20
"58","crops","Crops","Alliance",19,2024-01-20
"59","development","Regions","Alliance",19,2024-01-20
"60","genetic","Crops","Alliance",19,2024-01-20
"61","security","Research","Alliance",19,2024-01-20
"62","services","Research","Alliance",19,2024-01-20
"63","spanish","Crops","Alliance",19,2024-01-20
"64","beans","Crops","Alliance",18,2024-01-20
"65","development","Crops","Alliance",18,2024-01-20
"66","strategy","Research","Alliance",18,2024-01-20
"67","themes","Research","Alliance",18,2024-01-20
"68","africa","Regions","Alliance",17,2024-01-20
"69","alliance","Regions","Alliance",17,2024-01-20
